,name,full_name,born,died
33555,Neil Simon,,1927-07-04 00:00:00,"August 26, 2018"
33556,Neilia Hunter Biden,Neilia Hunter,1942-07-28 00:00:00,"December 18, 1972"
33558,Neill S. Brown,,1810-04-18 00:00:00,"January 30, 1886"
33560,Nell Arthur,Ellen Lewis Herndon,1837-08-30 00:00:00,"January 12, 1880"
33561,Nell Ginjaar-Maas,Nelly Jeanne Maas,1931-05-07 00:00:00,24 April 2012
33562,Nelle Wilson Reagan,Nelle Clyde Wilson,"July 24, 1883","July 25, 1962 (aged 79)"
33563,Nell Soto,,1926-06-18 00:00:00,"February 26, 2009"
33564,Nellie Connally,Idanell Brill,1919-02-24 00:00:00,"September 1, 2006"
33565,Nellie Grant,Ellen Wrenshall Grant,1855-07-04 00:00:00,"August 30, 1922"
33566,Nellie Tayloe Ross,Nellie Davis Tayloe,1876-11-29 00:00:00,", U.S."
33567,Nels Smith,,1884-08-27 00:00:00,"July 5, 1976"
33568,Nelly Olin,,1941-03-23 00:00:00,26 October 2017
33569,Nels Smith,,1884-08-27 00:00:00,"July 5, 1976"
33570,Nelson B. McCormick,,1847-11-20 00:00:00,"April 10, 1914"
33571,Nelson A. Miles,,1839-08-08 00:00:00,"May 15, 1925"
33573,Nelson Dingley,,1832-02-15 00:00:00,"January 13, 1899"
33574,Nelson Barrere,,1808-04-01 00:00:00,"August 20, 1883"
33575,Nelson Doi,Nelson Kiyoshi Doi,1922-01-01 00:00:00,"May 16, 2015"
33576,Nelson Dewey,Nelson Webster Dewey,1813-12-19 00:00:00,"July 21, 1889"
33577,Nelson Edwin Matthews,,1852-04-14 00:00:00,"October 13, 1917"
33578,Nelson Goodman,Henry Nelson Goodman,"August 7, 1906","November 25, 1998"
33579,Nelson George Kraschel,,1889-10-27 00:00:00,"March 15, 1957"
33580,Nelson Holmes Van Vorhes,,1822-01-23 00:00:00,"December 4, 1882"
33583,Nelson I. Norton,,1820-03-30 00:00:00,"October 28, 1887"
33584,Nelson Lemmon,,1908-03-22 00:00:00,20 March 1989
33585,Nelson McVicar,Nelson McVicar,1871-01-25 00:00:00,"December 20, 1960"
33587,Nelson S. Dilworth,Nelson Smith Dilworth,"June 27, 1890","June 21, 1965"
33588,Nelson Taylor,,1821-06-08 00:00:00,"January 16, 1894"
33589,Nelson Story,,1838-04-04 00:00:00,"March 10, 1926"
33590,Nelson Rockefeller,Nelson Aldrich Rockefeller,1908-07-08 00:00:00,"January 26, 1979"
33591,Nelson Mandela,Rolihlahla Mandela,1918-07-18 00:00:00,5 December 2013
33592,Nelson Story Jr.,,1874-05-12 00:00:00,"October 21, 1932"
33593,Nelson Story Jr.,,1874-05-12 00:00:00,"October 21, 1932"
33594,Nelson Williams,,1825-04-02 00:00:00,"December 30, 1899"
33595,Nelson W. Aldrich,Nelson Wilmarth Aldrich,1841-11-06 00:00:00,"April 16, 1915"
33596,Nelson Taylor Jr.,,1854,1912
33598,Nelson W. Aldrich,Nelson Wilmarth Aldrich,1841-11-06 00:00:00,"April 16, 1915"
33599,Nelson W. Fisk,,1854-08-05 00:00:00,"October 1, 1923"
33602,Neva Egan,,"October 3, 1914","January 19, 2011 (aged 96)"
33604,"Janet Gertrude ""Nettie"" Palmer",,1885-08-18 00:00:00,19 October 1964
33606,Sir Neville Howse,,1863-10-26 00:00:00,19 September 1930
33608,Neville Miller,,1894-02-17 00:00:00,"March 27, 1977"
33609,Neville Sandelson,,1923-11-27 00:00:00,12 January 2002
33613,Neville Pickering,,18 November 1923,25 June 1988
33614,Newbold Morris,Augustus Newbold Morris,1902-02-02 00:00:00,"March 30, 1966"
33616,Neville Wran,Neville Kenneth Wran,1926-10-11 00:00:00,20 April 2014
33619,Newcomb Clark,,1840-09-23 00:00:00,1913 (aged 72–73)
33620,Newell A. George,,1904-09-24 00:00:00,"October 22, 1992"
33621,Newell Edenfield,Newell Edenfield,1911-08-10 00:00:00,"December 26, 1981"
33622,Newell Sanders,,1850-07-12 00:00:00,"January 26, 1939"
33623,Newman H. Clark,Newman Hall Clark,1899-12-07 00:00:00,"January 3, 1978"
33624,Newland Holmes,,1891-08-30 00:00:00,"January 27, 1965"
33626,Newton Baker,Newton Diehl Baker Jr.,1871-12-03 00:00:00,"December 25, 1937"
33627,Newton Booth,,1825-12-30 00:00:00,"July 14, 1892"
33628,Newton Cannon,,1781-05-22 00:00:00,"September 16, 1841"
33629,Newton Crain Blanchard,,1849-01-29 00:00:00,"June 22, 1922"
33630,Newton Littlejohn,,1823-07-23 00:00:00,"February 27, 1916"
33631,Isaac Newton Walker,,1803-12-18 00:00:00,"September 14, 1899"
33632,Newton Ogilvie Thompson,,1904-05-27 00:00:00,1 July 1992
33633,Sir Newton Moore,,1870-05-17 00:00:00,28 October 1936
33634,Newton R. Russell,,1927-06-25 00:00:00,"May 18, 2013"
33635,Newton Nash Clements,Newton Nash Clements,1837-12-23 00:00:00,"February 20, 1900"
33636,Newton Whiting Gilbert,,"May 24, 1862","July 5, 1939 (aged 77)"
33637,Newton Rowell,Newton Wesley Rowell,1867-11-01 00:00:00,"November 22, 1941"
33638,Newton Steers,Newton Ivan Steers Jr.,1917-01-13 00:00:00,"February 11, 1993"
33643,The Lord Drumalbyn,,3 August 1908,11 October 1987
33645,Niall Andrews,,1937-08-19 00:00:00,16 October 2006
33646,The Lord Drumalbyn,,3 August 1908,11 October 1987
33647,Niall MacDermot,,1916-09-10 00:00:00,22 February 1996
33648,Niccolò Machiavelli,,3 May 1469,21 June 1527
33655,Nicholas Andrew Rey,,1938-01-23 00:00:00,"January 13, 2009"
33656,Nicholas Bacon,,13 October 1510,20 February 1579
33657,Nicholas Bayard,,1644,1707 or 1709
33658,Nicholas A. Pucciarelli,,1923-01-01 00:00:00,"September 18, 1983"
33659,Sir Nicholas Baker,Nicholas Brian Baker,1938-11-23 00:00:00,25 April 1997
33662,Nicholas Biddle,,1786-01-08 00:00:00,"February 27, 1844"
33663,Nicholas Biddle,,1786-01-08 00:00:00,"February 27, 1844"
33665,Nicholas Brown Sr.,,1729-07-26 00:00:00,"May 29, 1791"
33666,Nicholas Brown Jr.,,"April 4, 1769","September 27, 1841"
33667,Nicholas Brown Sr.,,1729-07-26 00:00:00,"May 29, 1791"
33668,Nicholas Budgen,,1937-11-03 00:00:00,26 October 1998
33669,Nicolas C. Petris,,1923-02-25 00:00:00,"March 20, 2013"
33670,Nicholas Brown Jr.,,"April 4, 1769","September 27, 1841"
33671,Nicholas Brown III,Nicholas Brown III,"October 2, 1792","March 2, 1859"
33672,The Lord Chesham,,1941,27 August 2009
33674,Sir Nicolas Conyngham Tindal,,1776-12-12 00:00:00,6 July 1846
33675,Nicholas Cooke,,1717-02-03 00:00:00,"September 14, 1782"
33677,Nicholas Meyer,,1635-07-10 00:00:00,"March 19, 1691"
33678,Nicholas E. Worthington,,1836-03-30 00:00:00,"March 4, 1916"
33679,Nicholas Easton,,1593,15 August 1675
33681,The Earl of Avon,Nicholas Eden,1930-10-03 00:00:00,17 August 1985
33682,Nicholas Felice,,1927-02-05 00:00:00,"August 24, 2021"
33683,Nicholas Fairbairn,,1933-12-24 00:00:00,19 February 1995
33684,Nicholas Fish,,1758-08-28 00:00:00,"June 20, 1833"
33685,Nicholas Fitzhugh,Nicholas Battalle Fitzhugh,1764-05-10 00:00:00,"December 31, 1814"
33687,The Lord Crickhowell,Roger Nicholas Edwards,25 February 1934,17 March 2018 (aged 84)
33688,Nicholas Fish II,,1846-02-19 00:00:00,"September 16, 1902"
33690,Nicholas Gilman Jr.,,1755-08-03 00:00:00,"May 2, 1814"
33691,Nicholas H. Politan,Nicholas H. Politan,1935-11-13 00:00:00,"February 20, 2012"
33692,Nicholas Greenberry,,about 1627,"December 17, 1697"
33693,Sir Nicholas Hunt,,1930-11-07 00:00:00,25 October 2013
33695,Nicholas Hoyt,,"May 7, 1620",unknown
33696,Sir Nicholas Henderson,,1 April 1919,16 March 2009
33697,Nicholas J. Whelan,,December 1869,"April 9, 1952"
33698,Nicholas August Ludwig Jacob Johansen,,1844,1928 (aged 83–84)
33699,Nicholas J. Sinnott,Nicholas John Sinnott,1870-12-06 00:00:00,"July 20, 1929"
33700,Nicholas John Bua,Nicholas John Bua,1925-02-09 00:00:00,"November 1, 2002"
33702,Nick Katzenbach,Nicholas deBelleville Katzenbach,1922-01-17 00:00:00,"May 8, 2012"
33703,Nicholas Joseph Walinski Jr.,Nicholas Joseph Walinski Jr.,1920-11-29 00:00:00,"December 24, 1992"
33704,Nicholas Longworth,Nicholas Longworth III,1869-11-05 00:00:00,"April 9, 1931"
33705,Nicholas Longworth II,,1844-06-16 00:00:00,"January 18, 1890"
33706,The Lord Lyell of Markyate,,1938-12-06 00:00:00,30 August 2010
33707,Nicholas Longworth,,1783-01-16 00:00:00,"February 10, 1863"
33708,The Lord Lyell of Markyate,,1938-12-06 00:00:00,30 August 2010
33711,Nicholas Mavroules,Nicholas James Mavroules,1929-11-01 00:00:00,"December 25, 2003"
33713,Nicholas Butler,,1862-04-02 00:00:00,"December 7, 1947"
33715,Nicholas Nichols Cox,,"January 6, 1837","May 2, 1912"
33721,Nicholas Ruxton Moore,,1756-07-21 00:00:00,"October 7, 1816"
33723,Nicholas Shehadie,Nicholas Michael Shehadie,1926-11-15 00:00:00,11 February 2018
33724,Sir Nicholas Scott,,1933-08-05 00:00:00,6 January 2005
33725,The Lord Ridley of Liddesdale,Nicholas Ridley,1929-02-17 00:00:00,4 March 1993
33726,Nicholas Sickles,,1801-09-11 00:00:00,"May 13, 1845"
33727,Nicholas Spaeth,,1950-01-27 00:00:00,"March 16, 2014"
33730,Nicholas Tsoucalas,Nicholas Tsoucalas,1926-08-24 00:00:00,"March 22, 2018"
33731,Nicholas Timothy Clerk,,1930-03-03 00:00:00,22 September 2012
33732,Nicholas Van Dyke,,1769-12-20 00:00:00,"May 21, 1826"
33734,The Lord Bexley,,1766-04-29 00:00:00,8 February 1851
33735,Nicholas Ware,,1776-02-16 00:00:00,"September 7, 1824"
33736,Nicholas Van Dyke,,1738-09-25 00:00:00,"February 19, 1789"
33737,Nicholas William Stuyvesant,,–1770,"March 11, 1833"
33740,Nicholas van Rensselaer,,September 1636,November 1678 (aged 42)
33742,The Lord Browne-Wilkinson,Nicolas Christopher Henry Browne-Wilkinson,1930-03-30 00:00:00,25 July 2018
33745,Nicky Daniel Bacon,,1945-11-25 00:00:00,"July 17, 2010"
33749,Nick Begich,Nicholas Joseph Begich,1932-04-06 00:00:00,"Disappeared October 16, 1972"
33752,Nick Coleman,Nicholas David Coleman,"February 23, 1925","March 5, 1981"
33754,Nick Fish,Nicholas Stuyvesant Fish,"September 30, 1958","January 2, 2020"
33775,Nick McKenna,,1895-09-09 00:00:00,22 April 1974
33810,Nicolas Desmarest,,16 September 1725,20 September 1815
33815,The Lord Rea,John Nicolas Rea,1928-06-06 00:00:00,1 June 2020
33821,Nicole Bricq,,1947-06-10 00:00:00,6 August 2017
33823,Nicolaus Copernicus,,19 February 1473,24 May 1543 (aged 70)
33827,Niels Helveg Petersen,,1939-01-17 00:00:00,3 June 2017 (aged 78)
33829,Nicoll Fosdick,,1785-11-09 00:00:00,"May 7, 1868"
33830,Niels Kaj Jerne,,23 December 1911,7 October 1994
33832,Nigel Beard,Christopher Nigel Beard,1936-10-10 00:00:00,31 July 2017
33834,Sir Nigel Bowen,,1911-05-26 00:00:00,27 September 1994
33835,Friedrich Nietzsche,,1844-10-15 00:00:00,25 August 1900
33836,Nigel Davenport,Arthur Nigel Davenport,1928-05-23 00:00:00,25 October 2013
33837,The Lord Rhyl,,18 November 1906,8 March 1981
33838,Nigel Forman,Francis Nigel Forman,1943-03-25 00:00:00,11 May 2017
33845,Nii Amaa Ollennu,,1906-05-21 00:00:00,22 December 1986
33855,Niko Tinbergen,Nikolaas Tinbergen,1907-04-15 00:00:00,21 December 1988
33857,Nikolay Aksyonenko,Николай Аксёненко,1949-03-15 00:00:00,20 July 2005
33863,Nikolaos Plastiras,,1883-11-04 00:00:00,26 July 1953
33865,Nikolay Kovalyov,Nikolay Dmitrievich Kovalyov,1949-08-06 00:00:00,5 April 2019
33870,Nikolay Maksyuta,,1947-05-26 00:00:00,1 November 2020
33873,,,1897-08-10 00:00:00,3 April 1970
33876,Nilda Pedrosa,Nilda Rodriguez Pedrosa,1974, (aged 46)
33877,Niles Searls,,1825-12-22 00:00:00,"April 27, 1907"
33878,Nilde Iotti,,1920-04-10 00:00:00,4 December 1999
33880,Nils Langhelle,,1907-09-28 00:00:00,28 August 1967
33882,Nils Boe,Nils Andreas Boe,1913-09-10 00:00:00,"July 30, 1992"
33884,Nils Dardel,,1888-10-25 00:00:00,25 May 1943 (age 54)
33885,Nina Lagergren,Nina Viveka Maria von Dardel,1921-03-03 00:00:00,5 April 2019
33886,Nils P. Haugen,,1849-03-09 00:00:00,"April 23, 1931"
33888,The Duchess of Hamilton,Nina Mary Benita Poore,1878-05-13 00:00:00,12 January 1951
33890,Nina Mason Pulliam,,1906-09-19 00:00:00,"March 26, 1997"
33892,Nina S. Olds,Nina S. Gore,1903-07-25 00:00:00,"April 3, 1978"
33896,Ninian Edwards,,1775-03-17 00:00:00,"July 20, 1833"
33897,Nini Stoltenberg,,1963-02-11 00:00:00,27 July 2014
33899,Ninian E. Whiteside,,1812-12-25 00:00:00,"September 1, 1876"
33902,Sir Ninian Stephen,Ninian Martin Stephen,1923-06-15 00:00:00,29 October 2017
33903,Niram H. Withee,,1827-06-21 00:00:00,"July 1, 1887"
33906,Nissanka Wijeyeratne,,14 June 1924,7 January 2007
33915,Nnamdi Azikiwe,,1904-11-16 00:00:00,11 May 1996
33916,Noémie de Rothschild,Noémie Halphen,29 June 1888,15 March 1968
33918,Noah Beery Jr.,Noah Lindsey Beery,1913-08-10 00:00:00,"November 1, 1994"
33920,Noah Beery,Noah Nicholas Beery,1882-01-17 00:00:00,"April 1, 1946"
33921,Noah D. Comstock,,1832-11-22 00:00:00,"June 6, 1890"
33922,Noah Davis,,1818-09-10 00:00:00,"March 20, 1902"
33923,Noah Haynes Swayne,,1804-12-07 00:00:00,"June 8, 1884"
33924,Noah Morgan Mason,,1882-07-19 00:00:00,"March 29, 1965"
33928,Noah H. Virgin,,1812-12-06 00:00:00,"December 7, 1892"
33931,Noble J. Johnson,Noble Jacob Johnson,1887-08-23 00:00:00,"March 17, 1968"
33932,Noah Noble,,"January 15, 1794","February 8, 1844"
33935,Noel Butcher,,1894-11-19 00:00:00,23 January 1968
33936,The Lord Noel-Buxton,,9 January 1869,12 September 1948
33937,Noel C. Taylor,Noel Calvin Taylor,1924-07-15 00:00:00,"October 29, 1999"
33938,Noel Edwin Manoukian,,1938-01-01 00:00:00,"April 11th, 2019"
33939,,,1903-11-02 00:00:00,17 March 1959
33940,Noel Lemass,Noel Thomas Lemass,1929-02-14 00:00:00,13 April 1976
33941,The Lord Noel-Buxton,,9 January 1869,12 September 1948
33944,Noel Peter Fox,Noel Peter Fox,1910-08-30 00:00:00,"June 3, 1987"
33946,Nolan Frizzelle,,1921-10-16 00:00:00,"January 31, 2013"
33948,Noel Skelton,,1 July 1880,22 November 1935 (aged 55)
33949,Noel Treacy,,1951-12-18 00:00:00,2 February 2022
33955,Nora Stewart Coleman,Nora Kawailiula Stewart,1920-12-11 00:00:00,"May 11, 2005"
33956,Nora Kaye,Nora Koreff,"January 17, 1920","February 28, 1987"
33958,Norbert Klein,,1956-03-01 00:00:00,31 August 2021
33959,Norbert Elias,,22 June 1897,1 August 1990
33960,Norah Borges,Leonor Fanny Borges Acevedo,"March 4, 1901","July 20, 1998"
33961,Norbert Schmelzer,Wilhelm Klaus Norbert Schmelzer,1921-03-22 00:00:00,14 November 2008
33964,Norbert Tiemann,Norbert Theodore Tiemann,1924-07-18 00:00:00,"June 19, 2012"
33970,Norman Foster,,1921-03-12 00:00:00,19 November 2006
33972,Norma Holloway Johnson,Normalie Loyce Holloway,1932-07-28 00:00:00,"September 18, 2011"
33973,Norma Matheson,Norma Louise Warenski,1929-09-13 00:00:00,"July 28, 2019"
33976,Norma Paulus,Norma Jean Petersen,1933-03-13 00:00:00,"February 28, 2019"
33978,Norman Erbe,Norman Arthur Erbe,1919-10-25 00:00:00,"June 8, 2000"
33979,Norman Alexander McLarty,,1889-02-18 00:00:00,"September 6, 1945"
33980,Norman B. Judd,,1815-01-10 00:00:00,"November 11, 1878"
33981,Norman Armour,,1887-10-14 00:00:00,"September 27, 1982"
33983,Norman Brunsdale,Clarence Norman Brunsdale,1891-07-09 00:00:00,"January 27, 1978"
33984,The Lord Normanbrook,Norman Craven Brook,29 April 1902,15 June 1967 (aged 65)
33985,Norma Shearer,Edith Norma Shearer,1902-08-10 00:00:00,"June 12, 1983"
33986,Norman F. Cantor,,"November 19, 1929",18 September 2004
33987,Norman Davis,Norman Hezekiah Davis,1878-08-09 00:00:00,"July 2, 1944"
33988,Norman Charles Roettger Jr.,Norman Charles Roettger Jr.,1930-11-03 00:00:00,"July 26, 2003"
33989,The Lord Crowther-Hunt,Norman Crowther Hunt,1920-03-13 00:00:00,16 February 1987
33991,Norman Douglas,,1910-03-15 00:00:00,26 August 1985
33992,Norman Frederick Lent,,1931-03-23 00:00:00,"June 11, 2012"
33994,Norman Eddy,Norman Eddy,1810-12-10 00:00:00,"January 28, 1872"
33998,,,31 July 1894,20 February 1975
33999,Norman Godman,Norman Anthony Godman,1937-04-19 00:00:00,20 June 2018
34000,Norman Hackerman,,1912-03-02 00:00:00,"June 16, 2007"
34001,The Lord Hogg of Cumbernauld,,12 March 1938,8 October 2008
34002,Norman Davis,Norman Hezekiah Davis,1878-08-09 00:00:00,"July 2, 1944"
34003,Norman Bangerter,Norman Howard Bangerter,1933-01-04 00:00:00,"April 14, 2015"
34006,Norman J. Gould,,1877-03-15 00:00:00,"August 20, 1964"
34008,Norman Kirk,,1923-01-06 00:00:00,31 August 1974
34010,Norman Manley,Norman Washington Manley,1893-07-04 00:00:00,2 September 1969
34011,Norman Makin,Norman John Oswald Makin,1889-03-31 00:00:00,20 July 1982
34012,Norman Mailer,,1923-01-31 00:00:00,"November 10, 2007"
34013,Sir Norman Marjoribanks,Norman Edward Marjoribanks,1872-10-16 00:00:00,August 1939 (age 67)
34015,Norman McLeod Rogers,,1894-07-25 00:00:00,"June 10, 1940"
34017,Norman Mineta,,1931-11-12 00:00:00,"May 3, 2022"
34018,Norman Park Ramsey,Norman Park Ramsey,1922-09-01 00:00:00,"June 15, 1993"
34019,Norman S. Powell,Norman Scott Barnes,1934-11-02 00:00:00,"June 16, 2021"
34020,Norman Rond Hamilton,,1877-11-13 00:00:00,"March 26, 1964"
34022,Norman Alexander Robertson,,1904-03-04 00:00:00,"July 16, 1968"
34023,Norman S. Powell,Norman Scott Barnes,1934-11-02 00:00:00,"June 16, 2021"
34024,Norman Case,Norman Stanley Case,1888-10-11 00:00:00,"October 9, 1967"
34026,Norman S. Waters,,1925-07-01 00:00:00,"February 26, 2012"
34027,Norman Sisisky,,"June 9, 1927","March 29, 2001"
34028,Norman Shelton,,28 June 1905,14 July 1980
34029,Norman Spencer,Norman Leonard Spencer,1902-08-21 00:00:00,26 February 1966
34030,The Lord St John of Fawsley,Norman Panayea St John Stevas,1929-05-18 00:00:00,2 March 2012
34031,,,"September 3, 1891","July 15, 1952 (aged 60)"
34033,Norman William Black,Norman William Black,1931-12-06 00:00:00,"July 23, 1997"
34034,Norris Cotton,,1900-05-11 00:00:00,"February 24, 1989"
34035,Northrup R. Knox,,1928-12-24 00:00:00,"July 23, 1998"
34036,C. Norris Poulson,Charles Norris Poulson,1895-07-23 00:00:00,"September 25, 1982"
34037,Norris Cotton,,1900-05-11 00:00:00,"February 24, 1989"
34038,Norris Hoyt,Norris Hulbert Hoyt Jr.,1935-07-23 00:00:00,"August 4, 2013"
34039,Northrup R. Knox,,1928-12-24 00:00:00,"July 23, 1998"
34040,Norris Church Mailer,,1949-01-31 00:00:00,"November 21, 2010"
34043,Norton Philip Juster,,1929-06-02 00:00:00,"March 8, 2021"
34046,Norton P. Otis,,1840-03-18 00:00:00,"February 20, 1905"
34047,Norvell L. Henley,Norvell Lightfoot Henley,1869-05-10 00:00:00,"July 8, 1937"
34048,Norton Simon,,1907-02-05 00:00:00,"June 2, 1993"
34053,Novice Fawcett,Novice Gail Fawcett,"March 29, 1909","June 19, 1998 (aged 89)"
34054,Noyes Barber,,1781-04-28 00:00:00,"January 3, 1844"
34061,Nuno Viriato Tavares de Melo Egídio,,1922-02-18 00:00:00,7 December 2011
34062,Nwafor Orizu,,17 July 1914,1999
34068,"Ovie Clark ""O.C."" Fisher",,1903-11-22 00:00:00,"December 9, 1994"
34069,O. E. Hailey,,1870-12-10 00:00:00,"July 5, 1958"
34071,Aneurin Bevan,,1897-11-15 00:00:00,6 July 1960
34072,O. Rudolph Aggrey,Orison Rudolph Aggrey,1926-07-24 00:00:00,"April 6, 2016"
34073,Orsamus Hylas Irish,,1830,"January 27, 1883"
34074,Oakes Ames,,1804-01-10 00:00:00,"May 8, 1873"
34075,Oakes Angier Ames,,1829-04-15 00:00:00,"September 19, 1899"
34076,Nathan Oakes Murphy,,1849-10-14 00:00:00,"August 22, 1908"
34077,Oakley C. Collins,,1916,"October 30, 1994"
34078,Obadiah B. McFadden,,"November 18, 1815","June 25, 1875"
34079,Obadiah Bush,Obadiah Newcomb Bush,1797-01-28 00:00:00,"February 9, 1851"
34080,Oakley Chester Curtis,,1865-03-29 00:00:00,"February 22, 1924"
34081,Obadiah German,,1766-04-22 00:00:00,"September 24, 1842"
34083,Obadiah Gardner,,"September 13, 1852","July 24, 1938"
34088,Octaviano Larrazolo,Octaviano Ambrosio Larrazolo,1859-12-07 00:00:00,"April 7, 1930"
34090,Odd Bondevik,,1941-06-20 00:00:00,6 September 2014
34094,Odd With,,1921-05-16 00:00:00,19 July 2006
34095,Oddo Biasini,,1917-05-13 00:00:00,8 July 2009
34097,Odell Horton,Odell Horton,1929-05-13 00:00:00,"February 22, 2006"
34098,Oddvar Berrefjord,,1918-03-20 00:00:00,25 November 1999
34099,Oddrunn Pettersen,Oddrunn Kristine Helene Pettersen,1937-03-05 00:00:00,30 November 2002
34101,Odell Shepard,,1884-07-22 00:00:00,"July 19, 1967"
34102,Odilo Globocnik,,1904-04-21 00:00:00,31 May 1945
34103,Odin Langen,,1913-01-05 00:00:00,"July 6, 1976"
34104,Odysseas Angelis,Οδυσσέας Αγγελής,1912-01-02 00:00:00,22 March 1987
34107,Odvar Nordli,,1927-11-03 00:00:00,9 January 2018
34108,Ogden Goelet,,1851-06-11 00:00:00,"August 27, 1897"
34109,Ogden Mills Phipps,,1940-09-18 00:00:00,"April 6, 2016"
34110,Ogden Hoffman Jr.,Ogden Hoffman Jr.,1822-10-16 00:00:00,"August 9, 1891"
34111,Ogden Hoffman,,1793-05-03 00:00:00,"May 1, 1856"
34112,Ogden Hoffman Jr.,Ogden Hoffman Jr.,1822-10-16 00:00:00,"August 9, 1891"
34113,Ogden H. Hammond,Ogden Haggerty Hammond,1869-10-13 00:00:00,"October 29, 1956"
34114,Ogden Phipps,,1908-11-26 00:00:00,"April 21, 2002"
34115,Ogden Mills Reid,,1882-05-16 00:00:00,"January 3, 1947"
34116,Ogden L. Mills,Ogden Livingston Mills,1884-08-23 00:00:00,"October 11, 1937"
34117,Ogden Mills,,1856-12-18 00:00:00,"January 29, 1929"
34118,Ogden L. Mills,Ogden Livingston Mills,1884-08-23 00:00:00,"October 11, 1937"
34119,Ogden Reid,Ogden Rogers Reid,1925-06-24 00:00:00,"March 2, 2019"
34120,Ogden Reid,Ogden Rogers Reid,1925-06-24 00:00:00,"March 2, 2019"
34123,Ogden Reid,Ogden Rogers Reid,1925-06-24 00:00:00,"March 2, 2019"
34125,Okey Patteson,,1898-09-14 00:00:00,"July 3, 1989"
34127,Okla Jones II,Okla Jones II,1945-09-23 00:00:00,"January 8, 1996"
34128,Ojo Maduekwe,,1945-05-06 00:00:00,"June 29, 2016"
34130,Ola Ullsten,Stig Kjell Olof Ullsten,1931-06-23 00:00:00,28 May 2018
34132,Olabisi Onabanjo,,1927-02-12 00:00:00,"April 14, 1990"
34136,Olaf Ditlev-Simonsen,,1865-12-15 00:00:00,16 January 1960
34138,Olaf Hambro,,1 December 1885,25 April 1961
34140,Ole H. Olson,,"September 19, 1872","January 29, 1954 (aged 81)"
34141,Ole J. Finstad,,"March 29, 1878","February 7, 1960"
34142,Ole Danbolt Mjøs,,1939-03-08 00:00:00,1 October 2013
34143,Ole Due,,1931-03-06 00:00:00,21 January 2005
